snapshot,source_file,source_sha256,page,sl_no,project_code,legacy_ocms_code,pmgid,project_name,agency_raw,table_section,state,approval_month,start_month,doc_original,doc_revised,cost_original_cr,cost_revised_cr,expenditure_cum_cr,physical_progress_pct,parse_flags
2026-06,FlashReport_June_2026.pdf,d26872ac9336b451d311e823646560d29d8a6c2fbc9fdca9fd78fc22fd08ca15,77,380,709783,,,"Installation of Multiple Effect Evaporator [MEE] for ETP-1, 2 & 4 of Panipat Refinery and Petrochemical Complex.",MinistryofPetroleumNaturalGas,Oil & Gas,Haryana,2020-12,2020-12,2023-06,2026-06,165.13,247.69,186.64,91.8,NO_LEGACY_CODE;NO_PMGID
2026-06,FlashReport_June_2026.pdf,d26872ac9336b451d311e823646560d29d8a6c2fbc9fdca9fd78fc22fd08ca15,77,381,709773,,,"City Gas Distribution Project at Jammu, Udhampur, Reasi, Samba and Kathua Districts",MinistryofPetroleumNaturalGas,Oil & Gas,Jammu and Kashmir,2022-03,2022-03,2034-09,2034-09,538.0,538.0,4.3,0.6,NO_LEGACY_CODE;NO_PMGID;MULTILINE_STATE
2026-06,FlashReport_June_2026.pdf,d26872ac9336b451d311e823646560d29d8a6c2fbc9fdca9fd78fc22fd08ca15,77,382,610984,,,Development of Jharia CBM Block [Phase-1],Oil and Natural Gas Corporation Limited [ONGC],Oil & Gas,Jharkhand,2019-11,2019-11,2024-01,2026-07,431.0,431.0,267.59,66.1,NO_LEGACY_CODE;NO_PMGID
2026-06,FlashReport_June_2026.pdf,d26872ac9336b451d311e823646560d29d8a6c2fbc9fdca9fd78fc22fd08ca15,77,383,709785,,,Laying of Natural Gas Pipeline from Hazaribagh to Ranchi [HRPL],MinistryofPetroleumNaturalGas,Oil & Gas,Jharkhand,2023-02,2023-02,2026-02,2027-03,202.07,202.07,65.3,58.1,NO_LEGACY_CODE;NO_PMGID
2026-06,FlashReport_June_2026.pdf,d26872ac9336b451d311e823646560d29d8a6c2fbc9fdca9fd78fc22fd08ca15,78,384,612790,,,Power System Upgradation Project,MinistryofPetroleumNaturalGas,Oil & Gas,Karnataka,2023-10,2023-10,2025-11,2026-09,385.0,385.0,268.2,88.7,NO_LEGACY_CODE;NO_PMGID
2026-06,FlashReport_June_2026.pdf,d26872ac9336b451d311e823646560d29d8a6c2fbc9fdca9fd78fc22fd08ca15,78,385,616879,,,Demo Bio-ATF Project,Ministry of Petroleum & Natural Gas,Oil & Gas,Karnataka,2024-03,2024-03,2027-01,2027-01,364.0,364.0,85.56,51.1,NO_LEGACY_CODE;NO_PMGID
2026-06,FlashReport_June_2026.pdf,d26872ac9336b451d311e823646560d29d8a6c2fbc9fdca9fd78fc22fd08ca15,78,386,709774,,,Revamping/ Augmentation of facilities at existing port terminal at Mangalore,Ministry of Petroleum & Natural Gas,Oil & Gas,Karnataka,2022-01,2022-01,2025-12,2027-06,463.0,500.62,321.59,85.0,NO_LEGACY_CODE;NO_PMGID
2026-06,FlashReport_June_2026.pdf,d26872ac9336b451d311e823646560d29d8a6c2fbc9fdca9fd78fc22fd08ca15,78,387,617838,,,Augmentation of CCKPL and IDPL Pipelines capacity along with setting up of Palakkad TOP,Ministry of Petroleum & Natural Gas,Oil & Gas,Kerala,2024-09,2024-09,2028-08,2028-08,1130.0,1130.0,306.1,43.2,NO_LEGACY_CODE;NO_PMGID
2026-06,FlashReport_June_2026.pdf,d26872ac9336b451d311e823646560d29d8a6c2fbc9fdca9fd78fc22fd08ca15,78,388,709799,,,Setting up Polypropylene Unit at Kochi Refinery,MinistryofPetroleumNaturalGas,Oil & Gas,Kerala,2023-12,2023-12,2027-10,2027-10,4460.0,4850.0,893.86,40.5,NO_LEGACY_CODE;NO_PMGID
2026-06,FlashReport_June_2026.pdf,d26872ac9336b451d311e823646560d29d8a6c2fbc9fdca9fd78fc22fd08ca15,78,389,617830,,,C2/C3 Vijaipur Pata Pipeline,Ministry of Petroleum & Natural Gas,Oil & Gas,Madhya Pradesh,2024-05,2024-05,2027-01,2027-01,1792.0,1792.0,510.5,70.8,NO_LEGACY_CODE;NO_PMGID
2026-06,FlashReport_June_2026.pdf,d26872ac9336b451d311e823646560d29d8a6c2fbc9fdca9fd78fc22fd08ca15,78,390,709798,,,Ethylene Cracker Project at Bina Refinery including downstream Petrochemical Plants and expansion of Refinery,MinistryofPetroleumNaturalGas,Oil & Gas,Madhya Pradesh,2023-05,2023-05,2028-05,2028-05,43367.0,43367.0,5596.0,30.7,NO_LEGACY_CODE;NO_PMGID
2026-06,FlashReport_June_2026.pdf,d26872ac9336b451d311e823646560d29d8a6c2fbc9fdca9fd78fc22fd08ca15,78,391,400168,,,"500 KTA PDHPP Project, Usar",Ministry of Petroleum & Natural Gas,Oil & Gas,Maharashtra,2021-04,2021-04,2025-04,2027-06,8797.0,11256.0,8741.88,91.6,NO_LEGACY_CODE;NO_PMGID
2026-06,FlashReport_June_2026.pdf,d26872ac9336b451d311e823646560d29d8a6c2fbc9fdca9fd78fc22fd08ca15,78,392,616933,,,Lube Modernization & Bottom Upgradation Project at Mumbai Refinery,Ministry of Petroleum and Natural Gas,Oil & Gas,Maharashtra,2024-12,2024-12,2028-03,2028-03,4679.0,4679.0,288.53,12.3,NO_LEGACY_CODE;NO_PMGID
2026-06,FlashReport_June_2026.pdf,d26872ac9336b451d311e823646560d29d8a6c2fbc9fdca9fd78fc22fd08ca15,78,393,619223,,,Petro Resid Fluidized Catalytic Cracking [PRFCC] Unit and its associated facilities at Mumbai Refinery,Ministry of Petroleum & Natural Gas,Oil & Gas,Maharashtra,2025-05,2025-05,2029-09,2029-09,13626.0,13626.0,81.87,6.1,NO_LEGACY_CODE;NO_PMGID
2026-06,FlashReport_June_2026.pdf,d26872ac9336b451d311e823646560d29d8a6c2fbc9fdca9fd78fc22fd08ca15,78,394,619224,,,Augmentation of DUPL-DPPL Pipeline,Ministry of Petroleum & Natural Gas,Oil & Gas,Maharashtra,2025-06,2025-06,2028-03,2028-03,844.0,844.0,0.61,7.3,NO_LEGACY_CODE;NO_PMGID
2026-06,FlashReport_June_2026.pdf,d26872ac9336b451d311e823646560d29d8a6c2fbc9fdca9fd78fc22fd08ca15,78,395,619225,,,Installation of Compression facility at GAIL Usar,Ministry of Petroleum & Natural Gas,Oil & Gas,Maharashtra,2025-04,2025-04,2027-04,2027-04,260.2,260.2,0.0,0.0,NO_LEGACY_CODE;NO_PMGID
2026-06,FlashReport_June_2026.pdf,d26872ac9336b451d311e823646560d29d8a6c2fbc9fdca9fd78fc22fd08ca15,78,396,619328,,,ONGC-BP Redevelopment Phase-1 Scheme of Mumbai High Field,Ministry of Petroleum & Natural Gas,Oil & Gas,Maharashtra,2025-11,2025-11,2027-03,2027-03,3713.4,3908.0,1557.5,53.2,NO_LEGACY_CODE;NO_PMGID
2026-06,FlashReport_June_2026.pdf,d26872ac9336b451d311e823646560d29d8a6c2fbc9fdca9fd78fc22fd08ca15,78,397,709771,,,"City Gas Distribution Project at Beed, Jalgaon and Jalna Districts",MinistryofPetroleumNaturalGas,Oil & Gas,Maharashtra,2022-03,2022-03,2031-09,2031-09,865.0,865.0,84.85,3.4,NO_LEGACY_CODE;NO_PMGID
2026-06,FlashReport_June_2026.pdf,d26872ac9336b451d311e823646560d29d8a6c2fbc9fdca9fd78fc22fd08ca15,78,398,709780,,,Construction of Additional Tankages and Allied Facilities at JNPT Terminal,MinistryofPetroleumNaturalGas,Oil & Gas,Maharashtra,2022-04,2022-04,2026-08,2026-08,341.43,436.14,304.75,72.4,NO_LEGACY_CODE;NO_PMGID
2026-06,FlashReport_June_2026.pdf,d26872ac9336b451d311e823646560d29d8a6c2fbc9fdca9fd78fc22fd08ca15,78,399,709797,,,POL & LOBS Installations with Receipt Pipelines at Rasayani,Bharat Petroleum Corporation Limited [BPCL],Oil & Gas,Maharashtra,2023-05,2023-05,2026-05,2026-09,2585.0,2585.0,1416.51,85.4,NO_LEGACY_CODE;NO_PMGID
2026-06,FlashReport_June_2026.pdf,d26872ac9336b451d311e823646560d29d8a6c2fbc9fdca9fd78fc22fd08ca15,78,400,616254,,,Visakh Raipur Pipeline Project,Ministry of Petroleum and Natural Gas,Oil & Gas,"Multi-States (Andhra Pradesh, Chhattisgarh, Odisha)",2024-09,2024-09,2027-09,2027-09,2212.0,2212.0,549.21,37.1,NO_LEGACY_CODE;NO_PMGID;MULTILINE_STATE
2026-06,FlashReport_June_2026.pdf,d26872ac9336b451d311e823646560d29d8a6c2fbc9fdca9fd78fc22fd08ca15,78,401,701346,,,North East Gas Grid,Ministry of Petroleum & Natural Gas,Oil & Gas,"Multi-States (Arunachal Pradesh, Assam, Manipur, Meghalaya, Mizoram, Nagaland, Sikkim, Tripura, West Bengal)",2020-04,2020-04,2024-03,2026-07,9265.0,9265.0,6900.0,88.0,NO_LEGACY_CODE;NO_PMGID;MULTILINE_STATE
2026-06,FlashReport_June_2026.pdf,d26872ac9336b451d311e823646560d29d8a6c2fbc9fdca9fd78fc22fd08ca15,78,402,617827,,,"Pipeline Rehabilitation Project, Phase-II",Ministry of Petroleum & Natural Gas,Oil & Gas,"Multi-States (Assam, Bihar, West Bengal)",2024-12,2024-12,2029-12,2029-12,680.0,680.0,12.65,29.0,NO_LEGACY_CODE;NO_PMGID;MULTILINE_STATE
2026-06,FlashReport_June_2026.pdf,d26872ac9336b451d311e823646560d29d8a6c2fbc9fdca9fd78fc22fd08ca15,78,403,701330,,,Mehsana-Bhatinda & Bhatinda-Jammu Natural Gas Pipeline,Ministry of Petroleum & Natural Gas,Oil & Gas,"Multi-States (Gujarat, Haryana, Punjab, Rajasthan)",2011-07,2011-07,2024-06,2027-03,7392.0,7392.0,6362.31,90.2,NO_LEGACY_CODE;NO_PMGID;MULTILINE_STATE
2026-06,FlashReport_June_2026.pdf,d26872ac9336b451d311e823646560d29d8a6c2fbc9fdca9fd78fc22fd08ca15,78,404,612853,,,Gurdaspur Jammu Pipeline,Gas Authority of India Limited [GAIL],Oil & Gas,"Multi-States (Jammu and Kashmir, Punjab)",2023-07,2023-07,2026-07,2026-07,521.9,521.9,319.1,84.6,NO_LEGACY_CODE;NO_PMGID;MULTILINE_STATE
2026-06,FlashReport_June_2026.pdf,d26872ac9336b451d311e823646560d29d8a6c2fbc9fdca9fd78fc22fd08ca15,79,405,701228,,,Kochi - Koottanad - Bangalore - Mangalore Pipeline Phase-II,Ministry of Petroleum & Natural Gas,Oil & Gas,"Multi-States (Karnataka, Kerala, Tamil Nadu)",2009-06,2009-06,2012-12,2026-09,2915.0,5909.0,4856.3,97.0,NO_LEGACY_CODE;NO_PMGID;MULTILINE_STATE
2026-06,FlashReport_June_2026.pdf,d26872ac9336b451d311e823646560d29d8a6c2fbc9fdca9fd78fc22fd08ca15,79,406,701338,,,City Gas Distribution Maharashtra Natural Gas Limited,Ministry of Petroleum & Natural Gas,Oil & Gas,"Multi-States (Karnataka, Maharashtra)",2006-01,2006-01,2031-06,2031-06,5535.0,5535.0,4392.58,47.0,NO_LEGACY_CODE;NO_PMGID;MULTILINE_STATE
2026-06,FlashReport_June_2026.pdf,d26872ac9336b451d311e823646560d29d8a6c2fbc9fdca9fd78fc22fd08ca15,79,407,701344,,,Dhamra Haldia Pipeline Project,Ministry of Petroleum & Natural Gas,Oil & Gas,"Multi-States (Odisha, West Bengal)",2020-03,2020-03,2022-11,2026-09,1030.65,1125.0,924.4,94.3,NO_LEGACY_CODE;NO_PMGID;MULTILINE_STATE
2026-06,FlashReport_June_2026.pdf,d26872ac9336b451d311e823646560d29d8a6c2fbc9fdca9fd78fc22fd08ca15,79,408,709794,,,"City Gas Distribution Projects at Fazilka [except area already authorized], Ganganagar and Hanumangarh districts",Bharat Petroleum Corporation Limited [BPCL],Oil & Gas,"Multi-States (Punjab, Rajasthan)",2022-12,2022-12,2030-06,2030-06,3207.0,3207.0,422.99,31.0,NO_LEGACY_CODE;NO_PMGID;MULTILINE_STATE
2026-06,FlashReport_June_2026.pdf,d26872ac9336b451d311e823646560d29d8a6c2fbc9fdca9fd78fc22fd08ca15,79,409,709786,,,"Augmentation/ Revamping of Dimapur Depot, Dimapur",MinistryofPetroleumNaturalGas,Oil & Gas,Nagaland,2023-08,2023-08,2027-11,2027-11,227.62,227.62,27.63,41.6,NO_LEGACY_CODE;NO_PMGID
2026-06,FlashReport_June_2026.pdf,d26872ac9336b451d311e823646560d29d8a6c2fbc9fdca9fd78fc22fd08ca15,79,410,604859,,,Integrated Para Xylene [PX] and Purified Terephthalic Acid [PTA] Project at Paradip Refinery,Ministry of Petroleum & Natural Gas,Oil & Gas,Odisha,2020-07,2020-07,2024-01,2026-08,13805.0,11783.0,70820.19,94.6,NO_LEGACY_CODE;NO_PMGID
2026-06,FlashReport_June_2026.pdf,d26872ac9336b451d311e823646560d29d8a6c2fbc9fdca9fd78fc22fd08ca15,79,411,617818,,,"City Gas Distribution [CGD] Project in Gajapati, Kandhamal, Boudh, & Sonepur GA",Ministry of Petroleum & Natural Gas,Oil & Gas,Odisha,2022-02,2022-02,2031-12,2031-12,514.91,514.91,24.9,5.9,NO_LEGACY_CODE;NO_PMGID
2026-06,FlashReport_June_2026.pdf,d26872ac9336b451d311e823646560d29d8a6c2fbc9fdca9fd78fc22fd08ca15,79,412,709800,,,"CUF POL Depot at Sadashibpur [Meramundali], Odisha",MinistryofPetroleumNaturalGas,Oil & Gas,Odisha,2021-04,2021-04,2026-03,2026-06,393.54,393.54,232.3,83.5,NO_LEGACY_CODE;NO_PMGID
2026-06,FlashReport_June_2026.pdf,d26872ac9336b451d311e823646560d29d8a6c2fbc9fdca9fd78fc22fd08ca15,79,413,400119,,,Life Extension of 48 well platforms of Mumbai High & Heera Fields,Oil and Natural Gas Corporation Limited [ONGC],Oil & Gas,Offshore,2015-12,2015-12,2018-04,2026-10,3190.69,3375.9,3123.2,90.0,NO_LEGACY_CODE;NO_PMGID
2026-06,FlashReport_June_2026.pdf,d26872ac9336b451d311e823646560d29d8a6c2fbc9fdca9fd78fc22fd08ca15,79,414,616950,,,PRP-VIII [Group-A],Ministry of Petroleum & Natural Gas,Oil & Gas,Offshore,2024-09,2024-09,2026-02,2026-12,1486.4,1486.4,618.99,59.6,NO_LEGACY_CODE;NO_PMGID
2026-06,FlashReport_June_2026.pdf,d26872ac9336b451d311e823646560d29d8a6c2fbc9fdca9fd78fc22fd08ca15,79,415,619314,,,Pipeline Replacement Project- PRP-IX,Ministry of Petroleum & Natural Gas,Oil & Gas,Offshore,2025-08,2025-08,2027-05,2027-05,6684.0,6175.0,864.28,21.2,NO_LEGACY_CODE;NO_PMGID
2026-06,FlashReport_June_2026.pdf,d26872ac9336b451d311e823646560d29d8a6c2fbc9fdca9fd78fc22fd08ca15,79,416,709839,,,Daman Upside Development Project,Oil and Natural Gas Corporation Limited [ONGC],Oil & Gas,Offshore,2022-06,2022-06,2025-10,2026-12,4144.41,6406.9,6284.81,99.9,NO_LEGACY_CODE;NO_PMGID
2026-06,FlashReport_June_2026.pdf,d26872ac9336b451d311e823646560d29d8a6c2fbc9fdca9fd78fc22fd08ca15,79,417,709848,,,MHN TCPP PGC BGC Project [MTPBP],Ministry of Petroleum & Natural Gas,Oil & Gas,Offshore,2022-06,2022-06,2026-05,2026-12,2329.45,2354.23,1929.54,95.5,NO_LEGACY_CODE;NO_PMGID
2026-06,FlashReport_June_2026.pdf,d26872ac9336b451d311e823646560d29d8a6c2fbc9fdca9fd78fc22fd08ca15,79,418,709849,,,PRP-VIII Group B [NH & BS Asset],Ministry of Petroleum & Natural Gas,Oil & Gas,Offshore,2024-06,2024-06,2026-02,2026-12,2379.84,3165.53,2923.49,98.7,NO_LEGACY_CODE;NO_PMGID
2026-06,FlashReport_June_2026.pdf,d26872ac9336b451d311e823646560d29d8a6c2fbc9fdca9fd78fc22fd08ca15,79,419,709851,,,Integrated Development of 4 Contract Areas under DSF-II,Ministry of Petroleum & Natural Gas,Oil & Gas,Offshore,2023-05,2023-05,2027-04,2027-04,6183.79,6183.79,2023.95,43.9,NO_LEGACY_CODE;NO_PMGID
2026-06,FlashReport_June_2026.pdf,d26872ac9336b451d311e823646560d29d8a6c2fbc9fdca9fd78fc22fd08ca15,79,420,400171,,,2G Ethanol Biorefinery at Bathinda,MinistryofPetroleumNaturalGas,Oil & Gas,Punjab,2020-05,2020-05,2023-02,2026-12,1421.46,1421.46,1293.34,94.0,NO_LEGACY_CODE;NO_PMGID
2026-06,FlashReport_June_2026.pdf,d26872ac9336b451d311e823646560d29d8a6c2fbc9fdca9fd78fc22fd08ca15,79,421,709770,,,City Gas Distribution Project at Pathankot District,MinistryofPetroleumNaturalGas,Oil & Gas,Punjab,2022-03,2022-03,2033-09,2033-09,151.0,151.0,8.96,2.0,NO_LEGACY_CODE;NO_PMGID
2026-06,FlashReport_June_2026.pdf,d26872ac9336b451d311e823646560d29d8a6c2fbc9fdca9fd78fc22fd08ca15,79,422,604795,,,CBR 9 MMTPA Project,Chennai Petroleum Corporation Limited [CPCL],Oil & Gas,Tamil Nadu,2021-09,2021-09,2025-06,2028-10,31580.0,36354.0,1590.07,10.2,NO_LEGACY_CODE;NO_PMGID
2026-06,FlashReport_June_2026.pdf,d26872ac9336b451d311e823646560d29d8a6c2fbc9fdca9fd78fc22fd08ca15,79,423,709750,,,Laying of new 28 inch Desal Water Pipeline and 10 inch Reject Water Pipeline between CPCL Manali Refinery and CPCL Desalination plant at Ennore,Chennai Petroleum Corporation Limited [CPCL],Oil & Gas,Tamil Nadu,2024-01,2024-01,2025-09,2026-12,205.0,205.0,114.87,74.8,NO_LEGACY_CODE;NO_PMGID
2026-06,FlashReport_June_2026.pdf,d26872ac9336b451d311e823646560d29d8a6c2fbc9fdca9fd78fc22fd08ca15,79,424,709796,,,City Gas Distribution Projects at the Nilgiris and Erode districts,Bharat Petroleum Corporation Limited [BPCL],Oil & Gas,Tamil Nadu,2022-12,2022-12,2030-03,2030-03,3685.0,3685.0,297.76,25.5,NO_LEGACY_CODE;NO_PMGID
2026-06,FlashReport_June_2026.pdf,d26872ac9336b451d311e823646560d29d8a6c2fbc9fdca9fd78fc22fd08ca15,79,425,617822,,,ATF Pipeline from BPCLs Malkapur POL Installation to Hyderabad International airport,MinistryofPetroleumNaturalGas,Oil & Gas,Telangana,2025-03,2025-03,2027-09,2027-09,215.0,215.0,45.99,26.1,NO_LEGACY_CODE;NO_PMGID
2026-06,FlashReport_June_2026.pdf,d26872ac9336b451d311e823646560d29d8a6c2fbc9fdca9fd78fc22fd08ca15,79,426,709837,,,"Creation of Gas Dehydration Facilities, Tripura Asset",Oil and Natural Gas Corporation Limited [ONGC],Oil & Gas,Tripura,2022-03,2022-03,2024-05,2026-08,209.33,131.51,79.98,70.5,NO_LEGACY_CODE;NO_PMGID
2026-06,FlashReport_June_2026.pdf,d26872ac9336b451d311e823646560d29d8a6c2fbc9fdca9fd78fc22fd08ca15,80,427,619191,,,Kanpur LPG Bottling Plant,MinistryofPetroleumNaturalGas,Oil & Gas,Uttar Pradesh,2025-09,2025-09,2027-09,2027-09,202.0,202.0,130.8,60.0,NO_LEGACY_CODE;NO_PMGID
2026-06,FlashReport_June_2026.pdf,d26872ac9336b451d311e823646560d29d8a6c2fbc9fdca9fd78fc22fd08ca15,80,428,619312,,,Bulk Loading Hub- Kanpur,MinistryofPetroleumNaturalGas,Oil & Gas,Uttar Pradesh,2025-09,2025-09,2027-09,2027-09,186.0,186.0,95.21,60.0,NO_LEGACY_CODE;NO_PMGID
2026-06,FlashReport_June_2026.pdf,d26872ac9336b451d311e823646560d29d8a6c2fbc9fdca9fd78fc22fd08ca15,80,429,709781,,,Revamping / Augmentation of Facilities at Mathura Bitumen Plant,MinistryofPetroleumNaturalGas,Oil & Gas,Uttar Pradesh,2022-04,2022-04,2027-06,2026-12,260.12,260.12,24.1,55.7,NO_LEGACY_CODE;NO_PMGID
2026-06,FlashReport_June_2026.pdf,d26872ac9336b451d311e823646560d29d8a6c2fbc9fdca9fd78fc22fd08ca15,80,430,709795,,,"City Gas Distribution Projects at Lakhimpur Kheri , Sitapur, Bahraich, Shravasti,Balrampur, Siddharth Nagar & Maharajganj districts",Bharat Petroleum Corporation Limited [BPCL],Oil & Gas,Uttar Pradesh,2022-12,2022-12,2030-06,2030-06,16654.0,16654.0,738.62,19.0,NO_LEGACY_CODE;NO_PMGID
2026-06,FlashReport_June_2026.pdf,d26872ac9336b451d311e823646560d29d8a6c2fbc9fdca9fd78fc22fd08ca15,80,431,617302,,,Durgapur - Haldia Pipeline [Section-3B of JHBDPL Project],Ministry of Petroleum & Natural Gas,Oil & Gas,West Bengal,2017-03,2017-03,2020-12,2026-09,1740.0,2493.15,2375.1,95.2,NO_LEGACY_CODE;NO_PMGID
2026-06,FlashReport_June_2026.pdf,d26872ac9336b451d311e823646560d29d8a6c2fbc9fdca9fd78fc22fd08ca15,80,432,617828,,,Siliguri-Jhapa Pipeline Project,Indian Oil Corporation Limited [IOCL],Oil & Gas,West Bengal,2024-09,2024-09,2029-03,2029-03,267.0,267.0,2.41,14.3,NO_LEGACY_CODE;NO_PMGID
2026-06,FlashReport_June_2026.pdf,d26872ac9336b451d311e823646560d29d8a6c2fbc9fdca9fd78fc22fd08ca15,80,433,617837,,,Siliguri Marketing Terminal [SMT] Capacity Augmentation Project,Ministry of Petroleum & Natural Gas,Oil & Gas,West Bengal,2021-11,2021-11,2025-12,2026-10,484.0,484.0,315.4,88.3,NO_LEGACY_CODE;NO_PMGID
2026-06,FlashReport_June_2026.pdf,d26872ac9336b451d311e823646560d29d8a6c2fbc9fdca9fd78fc22fd08ca15,80,434,709753,,,Haldia Panagarh Pipeline Project,Hindustan Petroleum Corporation Limited,Oil & Gas,West Bengal,2022-11,2022-11,2025-11,2026-08,1010.0,1107.0,865.19,97.2,NO_LEGACY_CODE;NO_PMGID
2026-06,FlashReport_June_2026.pdf,d26872ac9336b451d311e823646560d29d8a6c2fbc9fdca9fd78fc22fd08ca15,80,435,709772,,,"City Gas Distribution Project at East Mednipore, West Mednipore & Jhargram Districts",MinistryofPetroleumNaturalGas,Oil & Gas,West Bengal,2022-03,2022-03,2031-06,2031-06,609.0,609.0,63.62,2.9,NO_LEGACY_CODE;NO_PMGID
2026-06,FlashReport_June_2026.pdf,d26872ac9336b451d311e823646560d29d8a6c2fbc9fdca9fd78fc22fd08ca15,80,436,709791,,,City Gas Distribution Projects at Alipurduar and Cooch Behar,Bharat Petroleum Corporation Limited [BPCL],Oil & Gas,West Bengal,2022-12,2022-12,2030-03,2030-03,1017.0,1017.0,232.5,43.7,NO_LEGACY_CODE;NO_PMGID
2026-06,FlashReport_June_2026.pdf,d26872ac9336b451d311e823646560d29d8a6c2fbc9fdca9fd78fc22fd08ca15,80,437,701172,,,AIIMS Darbhanga,PMSSY AND Institute of NATIONAL Importance,Healthcare,Bihar,2020-09,2020-09,2024-09,,1264.0,1264.0,27.81,0.0,NO_LEGACY_CODE;NO_PMGID
2026-06,FlashReport_June_2026.pdf,d26872ac9336b451d311e823646560d29d8a6c2fbc9fdca9fd78fc22fd08ca15,80,438,706965,,,Establishment of new GMC Saran [Chhapara],"Medical Education, Ministry of Health and Family Welfare",Healthcare,Bihar,,1900-01,1900-01,,189.0,189.0,113.4,0.0,NO_LEGACY_CODE;NO_PMGID;DATE_PARSE_FAIL
2026-06,FlashReport_June_2026.pdf,d26872ac9336b451d311e823646560d29d8a6c2fbc9fdca9fd78fc22fd08ca15,80,439,706966,,,Establishment of new GMC Samastipur,"Medical Education, Ministry of Health and Family Welfare",Healthcare,Bihar,,1900-01,1900-01,,189.0,189.0,113.4,0.0,NO_LEGACY_CODE;NO_PMGID;DATE_PARSE_FAIL
2026-06,FlashReport_June_2026.pdf,d26872ac9336b451d311e823646560d29d8a6c2fbc9fdca9fd78fc22fd08ca15,80,440,707016,,,Establishment of new GMC Sitamarhi,"Medical Education, Ministry of Health and Family Welfare",Healthcare,Bihar,,1900-01,1900-01,,250.0,250.0,150.0,0.0,NO_LEGACY_CODE;NO_PMGID;DATE_PARSE_FAIL
2026-06,FlashReport_June_2026.pdf,d26872ac9336b451d311e823646560d29d8a6c2fbc9fdca9fd78fc22fd08ca15,80,441,707017,,,Establishment of new GMC Jhanjharpur,"Medical Education, Ministry of Health and Family Welfare",Healthcare,Bihar,,1900-01,1900-01,,250.0,250.0,150.0,0.0,NO_LEGACY_CODE;NO_PMGID;DATE_PARSE_FAIL
2026-06,FlashReport_June_2026.pdf,d26872ac9336b451d311e823646560d29d8a6c2fbc9fdca9fd78fc22fd08ca15,80,442,707018,,,Establishment of new GMC Siwan,"Medical Education, Ministry of Health and Family Welfare",Healthcare,Bihar,,1900-01,1900-01,,250.0,250.0,150.0,0.0,NO_LEGACY_CODE;NO_PMGID;DATE_PARSE_FAIL
2026-06,FlashReport_June_2026.pdf,d26872ac9336b451d311e823646560d29d8a6c2fbc9fdca9fd78fc22fd08ca15,80,443,707019,,,Establishment of new GMC Buxar,"Medical Education, Ministry of Health and Family Welfare",Healthcare,Bihar,,1900-01,1900-01,,250.0,250.0,150.0,0.0,NO_LEGACY_CODE;NO_PMGID;DATE_PARSE_FAIL
2026-06,FlashReport_June_2026.pdf,d26872ac9336b451d311e823646560d29d8a6c2fbc9fdca9fd78fc22fd08ca15,80,444,707020,,,Establishment of new GMC Jamui,"Medical Education, Ministry of Health and Family Welfare",Healthcare,Bihar,2019-03,2022-10,2025-10,,250.0,500.0,103.21,50.0,NO_LEGACY_CODE;NO_PMGID
2026-06,FlashReport_June_2026.pdf,d26872ac9336b451d311e823646560d29d8a6c2fbc9fdca9fd78fc22fd08ca15,80,445,707044,,,Establishment of new GMC Korba,"Medical Education, Ministry of Health and Family Welfare",Healthcare,Chhattisgarh,2023-02,2023-10,2026-12,,325.0,322.85,178.49,54.0,NO_LEGACY_CODE;NO_PMGID
2026-06,FlashReport_June_2026.pdf,d26872ac9336b451d311e823646560d29d8a6c2fbc9fdca9fd78fc22fd08ca15,80,446,707045,,,Establishment of new GMC Mahasamund,"Medical Education, Ministry of Health and Family Welfare",Healthcare,Chhattisgarh,2023-10,2023-10,2026-05,,325.0,325.0,322.5,82.0,NO_LEGACY_CODE;NO_PMGID
2026-06,FlashReport_June_2026.pdf,d26872ac9336b451d311e823646560d29d8a6c2fbc9fdca9fd78fc22fd08ca15,80,447,707046,,,Establishment of new GMC Kanker,"Medical Education, Ministry of Health and Family Welfare",Healthcare,Chhattisgarh,2020-02,2024-09,2027-03,,325.0,325.0,36.0,59.0,NO_LEGACY_CODE;NO_PMGID
2026-06,FlashReport_June_2026.pdf,d26872ac9336b451d311e823646560d29d8a6c2fbc9fdca9fd78fc22fd08ca15,81,448,617882,,,"Setting up IT Infrastructure including Network Security and Hosting at AIIMS, New Delhi",PMSSY AND Institute of NATIONAL Importance,Healthcare,Delhi,2025-09,2025-09,2026-09,,358.19,358.19,53.73,35.0,NO_LEGACY_CODE;NO_PMGID
2026-06,FlashReport_June_2026.pdf,d26872ac9336b451d311e823646560d29d8a6c2fbc9fdca9fd78fc22fd08ca15,81,449,617883,,,"Redevelopment of Residential colonies at Ayur Vigyan Nagar and West Ansari Nagar campuses of AIIMS, New Delhi",PMSSY AND Institute of NATIONAL Importance,Healthcare,Delhi,2016-10,2022-06,2027-06,,4441.0,4441.0,44.44,57.0,NO_LEGACY_CODE;NO_PMGID
2026-06,FlashReport_June_2026.pdf,d26872ac9336b451d311e823646560d29d8a6c2fbc9fdca9fd78fc22fd08ca15,81,450,701170,,,AIIMS Rajkot,PMSSY AND Institute of NATIONAL Importance,Healthcare,Gujarat,2019-01,2019-01,2026-03,2026-12,1195.0,1195.0,793.03,93.85,NO_LEGACY_CODE;NO_PMGID
